1.514328002929687500e+00,4.530574321746826172e+00,8.439585566520690918e-01,2.257790789008140564e-02,7.441021967679262161e-03,-5.932529568672180176e-01,8.046650290489196777e-01,1.162989065051078796e-02,3.931236267089843750e-02,-1.924218088388442993e-01,-4.536966606974601746e-02,4.691977053880691528e-02,-6.664403527975082397e-02,-3.494358807802200317e-02,7.354600727558135986e-02,4.666347503662109375e-01,7.644838094711303711e-02,1.744469404220581055e-01,5.509393662214279175e-02,-3.266710340976715088e-01,6.569780409336090088e-02,-2.098362743854522705e-01,3.120025992393493652e-01,-1.479513525962829590e+00,-8.657561242580413818e-02,-2.997431224651254901e-17,5.754844099283218384e-02,-1.812082715332508087e-02,0.000000000000000000e+00,-1.330760270357131958e-01,-1.363112330436706543e+00,3.172961771488189697e-01,-1.998163750667542210e-18,1.069163680076599121e-01,-1.872569508850574493e-02,0.000000000000000000e+00
1.513489127159118652e+00,4.533766269683837891e+00,8.452412486076354980e-01,3.597035631537437439e-02,-2.041543775703758001e-04,-6.464305520057678223e-01,7.621244192123413086e-01,1.212445795536041260e-01,8.801171928644180298e-02,-9.163301438093185425e-02,1.755883097648620605e-01,4.532230272889137268e-02,7.496683392673730850e-03,4.634559527039527893e-02,1.041991822421550751e-02,3.162333965301513672e-01,1.830407083034515381e-01,1.741224676370620728e-01,2.557514607906341553e-02,-1.707458049058914185e-01,7.199146598577499390e-02,-2.893726527690887451e-01,4.013176858425140381e-01,-1.438810229301452637e+00,-1.662891805171966553e-01,1.209986647870829290e-17,1.531915217638015747e-01,-1.974845491349697113e-02,0.000000000000000000e+00,-4.573934078216552734e-01,-1.392191529273986816e+00,6.533532738685607910e-01,-2.707233311505654446e-18,3.037679195404052734e-01,-2.233884483575820923e-02,0.000000000000000000e+00
1.514254570007324219e+00,4.534801006317138672e+00,8.446644544601440430e-01,3.874950855970382690e-02,4.210445622447878122e-04,-6.618797779083251953e-01,7.486076354980468750e-01,1.496923714876174927e-01,9.214249253273010254e-02,-5.510410666465759277e-02,2.330591827630996704e-01,7.527695596218109131e-02,2.135509997606277466e-02,8.262415975332260132e-02,-4.037105827592313290e-04,2.594986557960510254e-01,2.260927110910415649e-01,1.804985404014587402e-01,2.142854593694210052e-02,-1.236503794789314270e-01,6.683006137609481812e-02,-2.876895070075988770e-01,4.865426421165466309e-01,-1.432759046554565430e+00,-2.508066594600677490e-01,9.061028246953858537e-18,1.668274700641632080e-01,-2.116087637841701508e-02,0.000000000000000000e+00,-5.491121411323547363e-01,-1.393804788589477539e+00,7.479944825172424316e-01,-4.105012829969958109e-18,3.257934451103210449e-01,-2.572816424071788788e-02,0.000000000000000000e+00
1.514912128448486328e+00,4.535323143005371094e+00,8.442704677581787109e-01,3.962342813611030579e-02,1.549976062960922718e-03,-6.693455576896667480e-01,7.418922781944274902e-01,1.646971702575683594e-01,9.191426634788513184e-02,-3.699840605258941650e-02,2.634675204753875732e-01,9.501336514949798584e-02,2.682517841458320618e-02,1.043138355016708374e-01,-4.035795107483863831e-03,2.307460755109786987e-01,2.541747093200683594e-01,1.883167773485183716e-01,2.016851305961608887e-02,-9.988296031951904297e-02,6.452448666095733643e-02,-2.865114808082580566e-01,5.514501333236694336e-01,-1.432701706886291504e+00,-3.166950941085815430e-01,3.482110756259556021e-17,1.712109148502349854e-01,-2.253218181431293488e-02,0.000000000000000000e+00,-5.993680357933044434e-01,-1.392361640930175781e+00,7.992244958877563477e-01,1.044586011408502280e-17,3.312743604183197021e-01,-2.901320159435272217e-02,0.000000000000000000e+00
1.515426158905029297e+00,4.535727500915527344e+00,8.439335227012634277e-01,3.987902402877807617e-02,2.636923687532544136e-03,-6.738113164901733398e-01,7.378218173980712891e-01,1.756975799798965454e-01,9.080591797828674316e-02,-2.643601223826408386e-02,2.853996753692626953e-01,1.094785928726196289e-01,2.980144880712032318e-02,1.205021068453788757e-01,-5.636084359139204025e-03,2.126818448305130005e-01,2.769289612770080566e-01,1.963301151990890503e-01,1.981823705136775970e-02,-8.551370352506637573e-02,6.388914585113525391e-02,-2.859876155853271484e-01,6.014827489852905273e-01,-1.434631824493408203e+00,-3.678071200847625732e-01,-3.061197916328477762e-17,1.733183264732360840e-01,-2.390889450907707214e-02,0.000000000000000000e+00,-6.358411908149719238e-01,-1.390699863433837891e+00,8.365076780319213867e-01,1.579288463380335196e-17,3.333970308303833008e-01,-3.223798051476478577e-02,0.000000000000000000e+00
1.515699386596679688e+00,4.536118984222412109e+00,8.436178565025329590e-01,4.013350233435630798e-02,3.609110601246356964e-03,-6.774840950965881348e-01,7.344328165054321289e-01,1.848523765802383423e-01,8.914116770029067993e-02,-1.825646683573722839e-02,3.031144738197326660e-01,1.218301728367805481e-01,3.133124485611915588e-02,1.346043944358825684e-01,-6.005681585520505905e-03,1.970940679311752319e-01,2.965826392173767090e-01,2.039831876754760742e-01,1.987361907958984375e-02,-7.321861386299133301e-02,6.312742084264755249e-02,-2.857467234134674072e-01,6.506851911544799805e-01,-1.436071872711181641e+00,-4.174289107322692871e-01,-1.081258650275734485e-17,1.753056198358535767e-01,-2.529174834489822388e-02,0.000000000000000000e+00,-6.746944189071655273e-01,-1.389198184013366699e+00,8.764367699623107910e-01,-3.787133607138484976e-17,3.349386751651763916e-01,-3.542209789156913757e-02,0.000000000000000000e+00
1.515910267829895020e+00,4.536456108093261719e+00,8.433374762535095215e-01,4.036304727196693420e-02,4.358534235507249832e-03,-6.805154681205749512e-01,7.316081523895263672e-01,1.922999918460845947e-01,8.764266222715377808e-02,-1.149015408009290695e-02,3.176348805427551270e-01,1.321154385805130005e-01,3.205122053623199463e-02,1.465996652841567993e-01,-6.112765986472368240e-03,1.839337646961212158e-01,3.136180937290191650e-01,2.110512852668762207e-01,2.029257453978061676e-02,-6.253478676080703735e-02,6.202841922640800476e-02,-2.863413691520690918e-01,6.993661522865295410e-01,-1.436891078948974609e+00,-4.662960171699523926e-01,2.456904759422558627e-17,1.772899925708770752e-01,-2.668214961886405945e-02,0.000000000000000000e+00,-7.142394185066223145e-01,-1.387840270996093750e+00,9.168098568916320801e-01,-2.898971295953608602e-18,3.360571265220642090e-01,-3.857320547103881836e-02,0.000000000000000000e+00
1.516095161437988281e+00,4.536737918853759766e+00,8.430874347686767578e-01,4.059633985161781311e-02,4.862294532358646393e-03,-6.830397248268127441e-01,7.292358875274658203e-01,1.982613205909729004e-01,8.651103824377059937e-02,-5.740075372159481049e-03,3.295453488826751709e-01,1.406130641698837280e-01,3.238082677125930786e-02,1.567376852035522461e-01,-6.279094610363245010e-03,1.728674620389938354e-01,3.283952176570892334e-01,2.174308896064758301e-01,2.091187983751296997e-02,-5.323195457458496094e-02,6.015010550618171692e-02,-2.875594794750213623e-01,7.474371194839477539e-01,-1.437405705451965332e+00,-5.151049494743347168e-01,3.064149958498557007e-18,1.790331304073333740e-01,-2.807814627885818481e-02,0.000000000000000000e+00,-7.527992129325866699e-01,-1.386623501777648926e+00,9.558994174003601074e-01,-4.239666666755321548e-19,3.367955684661865234e-01,-4.169649630784988403e-02,0.000000000000000000e+00
1.516259074211120605e+00,4.536961555480957031e+00,8.428599238395690918e-01,4.081420600414276123e-02,5.132357124239206314e-03,-6.851382255554199219e-01,7.272506356239318848e-01,2.029218822717666626e-01,8.578450232744216919e-02,-8.127084001898765564e-04,3.393217921257019043e-01,1.476185172796249390e-01,3.251954168081283569e-02,1.652487963438034058e-01,-6.600297987461090088e-03,1.636084765195846558e-01,3.412854373455047607e-01,2.231348454952239990e-01,2.159642800688743591e-02,-4.489751905202865601e-02,5.716567486524581909e-02,-2.890503406524658203e-01,7.954728007316589355e-01,-1.437168002128601074e+00,-5.639378428459167480e-01,1.413961197838341639e-17,1.804206371307373047e-01,-2.948160283267498016e-02,0.000000000000000000e+00,-7.886816263198852539e-01,-1.385250687599182129e+00,9.922548532485961914e-01,-3.047278120980435412e-17,3.371106088161468506e-01,-4.479480534791946411e-02,0.000000000000000000e+00
1.516398668289184570e+00,4.537127017974853516e+00,8.426516652107238770e-01,4.098055884242057800e-02,5.246565211564302444e-03,-6.868801712989807129e-01,7.255954146385192871e-01,2.065067589282989502e-01,8.528947085142135620e-02,3.389930818229913712e-03,3.473466038703918457e-01,1.534110158681869507e-01,3.257629275321960449e-02,1.723788827657699585e-01,-6.978227291256189346e-03,1.558941304683685303e-01,3.525733351707458496e-01,2.282340675592422485e-01,2.224029973149299622e-02,-3.711885586380958557e-02,5.332333222031593323e-02,-2.904671132564544678e-01,8.443427681922912598e-01,-1.435993194580078125e+00,-6.128000020980834961e-01,6.574213132889749961e-18,1.814054399728775024e-01,-3.089978545904159546e-02,0.000000000000000000e+00,-8.209367990493774414e-01,-1.383320569992065430e+00,1.024681806564331055e+00,1.075124030698857466e-17,3.369861245155334473e-01,-4.786781966686248779e-02,0.000000000000000000e+00
